ward_preci,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
1908,10875000,13405000,16015000,19435000,26045000,26150000,26055000,22080000,19050000,18880000,20540000,22090000,23550000,25710000,27770000,29205000,35765000,37830000,41590000,50100000,50705000,55055000,63715000,61020000,55885000,55290000,54655000,55245000,59480000,62750000
1909,9570000,11920000,14700000,17330000,22100000,22050000,22100000,19925000,17140000,16630000,17520000,18750000,19880000,22160000,23240000,24390000,31060000,32260000,36580000,46810000,48700000,53450000,58420000,55420000,52180000,50070000,49750000,48410000,52380000,54740000
1906,4870000,9720000,12030000,14040000,18980000,18905000,18970000,18610000,16310000,15690000,16640000,16900000,18535000,21870000,22995000,23975000,29210000,31080000,33455000,41220000,41505000,43680000,49560000,48450000,45920000,44410000,44180000,43970000,46380000,48310000
1907,5450000,7805000,9750000,12170000,17825000,17825000,17925000,15180000,13550000,13250000,13470000,13720000,13860000,14500000,15120000,15500000,20400000,21490000,23420000,31630000,32715000,34535000,37845000,36440000,34385000,33260000,32790000,32800000,34080000,35050000
1904,5580000,8495000,10670000,12740000,18910000,18860000,18750000,17940000,15290000,14970000,15480000,15930000,17430000,20310000,21290000,21645000,25935000,28095000,30545000,39875000,40130000,42410000,47505000,45960000,43830000,42095000,40880000,40200000,42540000,45240000
1905,9560000,12605000,15265000,18250000,23860000,23620000,23830000,21070000,18930000,18320000,19355000,20145000,21605000,23360000,24505000,25690000,31825000,33995000,37140000,46580000,47030000,50730000,58000000,56000000,53730000,53360000,52965000,51770000,54630000,57942850
1902,10570000,13030000,15980000,18350000,21395000,21515000,21530000,20425000,20330000,20310000,21370000,23060000,23600000,26080000,27230000,27200000,32980000,35090000,37860000,46445000,49295000,51015000,55070000,53880000,54475000,54870000,54520000,54540000,57560000,57130000
1903,10840000,12970000,15745000,19050000,24330000,23870000,23870000,21580000,18540000,18290000,20090000,20870000,21795000,24585000,26190000,27375000,32280000,34275000,38510000,47470000,48890000,53370000,58650000,56310000,53670000,53100000,52570000,53000000,55000000,57720000
1901,5710000,6645000,8410000,10790000,17890000,17870000,17800000,17105000,14410000,13695000,13745000,13855000,13150000,13575000,14130000,14520000,20010000,21930000,25650000,37030000,37280000,38960000,51145000,47860000,46270000,42030000,41395000,41750000,42815000,45340000
0509,25260000,34625000,40750000,47750000,56800000,56800000,58275000,45100000,42400000,42400000,46400000,49660000,52850000,64700000,66300000,71250000,96180000,103550000,101000000,98500000,98475000,101050000,114500000,118880000,119250000,114600000,110800000,114550000,127700000,137325000
2201,8150000,10580000,12730000,15360000,20130000,20100000,20210000,17270000,14910000,14850000,16000000,16250000,17390000,17950000,19125000,20405000,27460000,29210000,32250000,42260000,45380000,48675000,50360000,49240000,46900000,42795000,42015000,42105000,44260000,46860000
2202,7260000,9590000,11660000,14175000,19060000,19120000,19070000,16940000,14695000,14575000,15190000,15495000,16290000,16800000,17550000,18720000,24470000,25965000,28645000,38300000,40970000,44600000,46220000,44380000,42400000,37060000,36725000,36915000,38905000,41335000
2203,9240000,13185000,15825000,18420000,23330000,23330000,23380000,19590000,17020000,16850000,18700000,19000000,19150000,21220000,22575000,24360000,32440000,33845000,37000000,44550000,46425000,48700000,54920000,52060000,49970000,47515000,47400000,47680000,50220000,52690000
2204,8290000,11320000,13530000,16315000,22355000,22370000,22445000,19475000,16920000,16895000,16945000,17975000,17995000,19575000,20640000,22090000,28780000,30110000,32950000,42060000,43035000,43900000,47330000,46710000,42850000,41000000,40550000,40520000,42220000,44150000
2205,7920000,10570000,12760000,15480000,19275000,19235000,19300000,18480000,15945000,15985000,16340000,16755000,17395000,18570000,19185000,20530000,27195000,28765000,31950000,40510000,42120000,46130000,48950000,48150000,45665000,43345000,43010000,43050000,45375000,48155000
2206,8320000,11010000,13290000,15930000,19760000,19900000,19970000,17570000,15200000,15070000,16200000,16590000,16740000,18120000,19240000,20430000,28360000,29740000,33245000,43620000,45510000,47265000,53900000,50280000,48060000,43820000,44765000,44935000,46950000,48360000
2207,7990000,11475000,13810000,16890000,21480000,21450000,21480000,19270000,16880000,16830000,17610000,18320000,18220000,19830000,20795000,22215000,30350000,32210000,35510000,44210000,44640000,46360000,52155000,49790000,46995000,43590000,43140000,43240000,45135000,48159250
0501,13900000,18735000,22470000,25895000,33265000,33010000,32970000,27790000,25850000,25870000,28975000,30065000,31615000,33930000,35200000,37940000,52250000,56575000,60130000,74610000,78420000,80300000,91400000,91560000,92000000,86300000,85950000,89170400,89700000,96640000
2209,11590000,14220000,16935000,19935000,25345000,25200000,25290000,21885000,19170000,19050000,20030000,20850000,23710000,24430000,25980000,27710000,37370000,37080000,41730000,50940000,53300000,55510000,57285000,53900000,50510000,47990000,49430000,50490000,54310000,56270000
0503,39450000,44890000,54220000,63425000,75125000,69925000,69985000,57150000,53460000,53720000,59445000,64085000,69655000,79145000,79690000,89025000,115100000,127550000,135240000,139810000,147000000,151700000,167300000,165500000,167850000,164650000,171333800,176400000,190050000,205250000
0502,42810000,66100000,77300000,86400000,102400000,101400000,105500000,80600000,73575000,71700000,76950000,79850000,87900000,103720000,107900000,140050000,161950000,177175000,181050000,191300000,184900000,219750000,237250000,240050000,242850000,233100000,230000000,236600000,254950000,293050000
0505,34770000,39200000,47890000,55790000,64640000,63830000,63720000,51930000,48820000,49380000,54685000,58600000,64420000,74635000,74580000,81800000,113050000,122022000,129680000,125000000,128650000,134390000,148100000,151175000,150700000,143941750,142504850,148429050,159775000,173445000
0504,20635000,26980000,31600000,37250000,47250000,46270000,46915000,36385000,35175000,35000000,37230000,37400000,39100000,47150000,46000000,50560000,66080000,74030000,79000000,91730000,94000000,97350000,107440000,103530000,103750000,100750000,101800000,107800000,115210000,122350000
0507,40205000,51400000,62500000,71250000,89620000,84150000,84050000,65300000,60000000,59750000,65425000,66725000,69900000,84675000,85025000,95600000,126650000,128200000,125350000,119475000,122600000,127300000,139500000,141125000,129500000,115190000,105600000,111050000,117375000,120950000
0506,45500000,56775000,68300000,80875000,105140000,98655000,95450000,76575000,69925000,69115000,76475000,80975000,86000000,96375000,91225000,102600000,138118150,144725000,141300000,134710000,131350000,134525000,146300000,148380000,135550000,124800000,121450000,132400000,145925000,170450000
1502,3170000,5160000,6260000,7760000,12250000,12310000,12290000,12310000,10920000,10290000,10875000,11210000,10805000,10830000,11175000,11825000,15670000,16750000,19390000,29280000,31420000,33990000,39774000,39860000,30630000,25375000,25010000,25110000,25555000,26965000
1503,3790000,5370000,6440000,7950000,12410000,12430000,12510000,12070000,10690000,10100000,10930000,11290000,11020000,10610000,11040000,11700000,15910000,17300000,20260000,29390000,32210000,34910000,41750000,41395000,31455000,26875000,26050000,26165000,27145000,28300000
1501,3070000,4785000,5755000,7160000,12220000,12240000,12260000,11540000,10380000,9770000,10070000,10380000,9840000,9825000,10135000,10720000,14950000,15970000,18420000,26710000,28550000,30845000,37985000,37440000,29075000,24810000,24595000,24585000,25445000,25900000
1506,2935000,5100000,6375000,7780000,10880000,11400000,11420000,11780000,10430000,9810000,9140000,9350000,9130000,9150000,9780000,10330000,13175000,14250000,15520000,21780000,23750000,26235000,34027000,32670000,26045000,22450000,21470000,21500000,22940000,23429900
1507,4310000,6750000,8570000,10675000,14810000,14810000,14810000,14760000,13055000,12410000,11715000,12155000,11445000,10665000,11025000,11745000,17640000,18660000,20785000,31940000,34540000,38040000,43830000,42100000,31355000,27300000,25230000,25610000,26970000,28100000
1504,3660000,5250000,6410000,8050000,12600000,12585000,12630000,12635000,11195000,10550000,10720000,11040000,10560000,9820000,10220000,10730000,16130000,17225000,19715000,27090000,30410000,32530000,40410000,39660000,30185000,25610000,24895000,25230000,25980000,27580000
1505,3350000,5690000,7230000,8960000,14130000,14180000,14160000,14270000,12610000,12020000,11150000,11425000,11055000,10410000,10750000,11335000,16370000,17735000,19905000,30030000,32825000,35805000,42590000,40825000,30240000,26380000,24250000,24470000,25730000,26950000
2110,11350000,15570000,18045000,22740000,30815000,30815000,29675000,25235000,21705000,20800000,21350000,22010000,25175000,26880000,27995000,29905000,43630000,46130000,52005000,62560000,62680000,69250000,86310000,81460000,76520000,65430000,66530000,67870000,71330000,77030000
2111,9840000,14630000,17405000,21290000,27110000,26990000,27110000,23280000,20020000,20000000,20430000,21030000,23370000,25160000,26670000,28520000,37660000,39790000,44720000,54590000,57380000,58950000,58240000,55910000,52680000,51720000,51210000,51950000,56040000,57620000
1508,2730000,5620000,7100000,8650000,12270000,12450000,12640000,12890000,11370000,10810000,10180000,10500000,10165000,9995000,10415000,10895000,14355000,15735000,17170000,25300000,27560000,30210000,35605000,34275000,27525000,24110000,22330000,22200000,23965000,24165000
2113,11090000,13930000,16570000,19525000,25180000,25150000,25205000,21830000,19210000,18780000,20285000,20795000,21520000,24045000,25360000,26865000,34290000,36260000,40390000,51285000,52900000,54370000,56420000,54040000,51510000,50270000,50090000,50770000,54560000,56560000
2114,11970000,17950000,21600000,25130000,31930000,31940000,31935000,27435000,23735000,23520000,24705000,25190000,28340000,30875000,32165000,34550000,46770000,49935000,51720000,65450000,66400000,69730000,74695000,74075000,69065000,69210000,68515000,69900000,73885000,78870000
2115,16555000,28475000,29175000,31050000,36955000,37480000,37480000,33975000,32425000,33450000,38600000,39825000,40800000,40100000,39900000,44675000,55500000,59050000,64640000,74270000,74055000,80125000,96575500,91144000,82687500,80150000,79300000,82950000,90800000,99650000
2116,11680000,19700000,22630000,26860000,30730000,30305000,30260000,26285000,23345000,22890000,24095000,24920000,28085000,31265000,32225000,34180000,43640000,46795000,51595000,62475000,64470000,66585000,69240000,65935000,62025000,60680000,60545000,60860000,65595000,68585000
1609,6080000,7600000,9570000,11965000,16870000,16820000,16820000,15590000,13315000,12700000,12930000,13255000,13120000,13515000,14110000,14830000,20345000,21220000,23670000,31850000,33330000,36285000,43280000,40255000,35905000,33955000,33220000,33260000,34230000,35690000
0305,56720000,60445000,71375000,74800000,91950000,74450000,84200000,66525000,56425000,58000000,65850000,61700000,62600000,71125000,59500000,59500000,71850000,77450000,77450000,79330000,72660000,72660000,97990000,99515000,94310000,88740000,90345100,90345100,92290000,97060000
1608,7050000,8315000,9710000,11865000,16850000,16815000,16815000,15085000,14115000,13360000,13370000,13670000,13730000,14670000,15170000,15995000,19465000,21280000,23870000,32940000,33790000,36850000,43500000,41350000,37560000,34630000,34275000,34315000,35950000,35940000
0307,11220000,15800000,19395000,22800000,28500000,28550000,28500000,24150000,22510000,22260000,23200000,24260000,26100000,28900000,29525000,32415000,44850000,48150000,45600000,55750000,55450000,55300000,66740000,66525000,64975000,62603450,61844650,59934300,63625000,69900000
1105,4670000,5895000,7650000,10215000,15510000,15300000,15300000,14760000,12800000,12150000,11900000,12275000,12125000,12620000,13360000,13920000,19290000,20720000,23680000,30800000,31919300,35600000,40565000,39690000,33795000,31475000,30870000,30295000,32270000,32805000
0410,59260000,78050000,92150000,108750000,132700000,171950000,171950000,141450000,122500000,118800000,121650000,110700000,102800000,129800000,133800000,142700000,178450000,198880000,198880000,245525000,247550000,252375000,345270000,361750000,578950000,540685650,542186600,555908700,605020400,645250000
2014,9040000,10980000,13465000,15505000,19160000,19210000,19200000,16450000,16470000,16920000,18180000,18590000,20070000,21350000,22360000,23150000,28150000,28910000,31350000,39200000,41200000,42600000,46620000,43420000,41450000,40315000,39925000,41610000,42890000,43155000
1911,4220000,7180000,8950000,10840000,15600000,15600000,15600000,15020000,13630000,13540000,13630000,13690000,13760000,12870000,13500000,13840000,18820000,20170000,22390000,30480000,32220000,35290000,43980000,42800000,37790000,34500000,34230000,33510000,35170000,35170000
1910,5450000,6935000,8580000,10470000,14510000,14580000,14750000,13490000,12765000,12765000,12595000,12760000,12710000,12980000,13700000,14150000,19315000,20800000,22775000,30075000,32160000,34565000,36720000,35840000,33440000,31180000,30490000,30480000,31610000,31860000
1913,4930000,7255000,9135000,10895000,15575000,15575000,15635000,14880000,13380000,13350000,12830000,12860000,12670000,12820000,13560000,14240000,19930000,21190000,23620000,29830000,31890000,34870000,43300000,41300000,34960000,31795000,31215000,31215000,32515000,32595000
1912,4900000,6820000,8400000,10230000,14510000,14575000,14620000,12405000,12325000,12325000,12360000,12475000,12510000,13100000,13980000,14460000,19275000,20090000,21645000,29565000,30710000,31805000,35485000,34095000,32780000,31525000,31030000,31060000,32080000,32275000
2112,13050000,17460000,20020000,24460000,30480000,30210000,30280000,27440000,23595000,23345000,24155000,24905000,28065000,30465000,32245000,33890000,50600000,53250000,56865000,68970000,69610000,75905000,90135000,88480000,82850000,76110000,74650000,76950000,81900000,86895000
1802,4005000,5625000,6565000,8255000,12815000,12785000,12785000,11710000,11250000,10940000,10650000,10860000,10810000,11120000,11560000,11810000,13760000,15150000,16760000,24320000,24960000,27570000,32755000,31240000,27235000,24450000,23930000,23775000,24295000,24415000
2213,9500000,13510000,16195000,19450000,25380000,25380000,25380000,21170000,18270000,18285000,18365000,19380000,19270000,21010000,22195000,23670000,33285000,35360000,39295000,47255000,47870000,49745000,55820000,52890000,49540000,46080000,45730000,45730000,48560000,50210000
2212,8320000,10575000,12900000,15365000,18710000,18785000,18720000,17580000,15250000,15270000,16180000,16950000,17570000,19100000,19930000,21260000,28530000,30230000,33270000,41505000,43600000,45590000,49515000,46660000,44915000,41165000,40850000,40980000,43335000,46830000
2211,8580000,10405000,12630000,15180000,19320000,19340000,19420000,18030000,15760000,15775000,16260000,17020000,18090000,18900000,19760000,21140000,28510000,30310000,34040000,42420000,44200000,46380000,50425000,46710000,44885000,41445000,40935000,41030000,42320000,45710000
2016,6060000,7920000,9745000,11870000,14690000,14680000,14720000,12865000,12885000,12375000,13325000,13445000,13760000,14300000,15060000,15610000,19325000,20545000,22175000,29080000,30860000,31190000,33400000,32165000,31075000,30285000,30020000,30080000,31110000,31360000
0804,2460000,4275000,5000000,6450000,11900000,11900000,11850000,11050000,10150000,10150000,9250000,9700000,10050000,9310000,9150000,9650000,13550000,13670000,15090000,17780000,18150000,19000000,27056900,28726350,27885000,25310000,24720000,23755000,25985000,27247000
0805,2260000,3680000,4330000,5430000,9540000,9510000,9570000,9540000,8730000,7990000,7470000,8060000,8130000,7125000,7390000,7855000,10230000,11485000,13305000,21180000,22435000,24790000,28490000,28255000,26089700,21930000,21500000,21610000,20900000,21080000
0806,2340000,4610000,5500000,7170000,12340000,12390000,12350000,11890000,11060000,10830000,9475000,9560000,9605000,8450000,8760000,9030000,13005000,13450000,14650000,19380000,21040000,23030000,29605000,29518400,26800000,23260000,22645000,22810000,22070000,22870000
0807,1820000,2890000,3560000,4850000,9060000,9480000,9655000,9055000,8380000,8000000,7110000,8130000,7850000,7050000,7360000,7565000,10340000,11200000,11935000,17820000,18770000,20215000,28390000,26810000,24790000,20625000,20720000,20610000,21610000,22333000
0801,9605000,12150000,14250000,17800000,22740000,21915000,23005000,19625000,17900000,19275000,17450000,18625000,19400000,22800000,23545000,24125000,34100000,35220000,35420000,38520000,39320000,42225000,49040000,49005000,53265000,50480000,58020000,60350000,67410000,76750000
0802,10200000,16015000,18690000,21190000,23850000,23250000,23025000,20725000,19025000,19450000,19425000,19425000,20300000,24000000,24000000,24200000,32681900,38485000,36064400,44250000,38440000,36790000,38460000,35580000,37750000,36320000,36479950,42570000,44050000,52900000
0803,1020000,1900000,2100000,2525000,3500000,4375000,4175000,3700000,3350000,3400000,3150000,3050000,3000000,3170000,3040000,3530000,5265000,5265000,5177100,7735000,6655000,9140000,12080000,12095250,13560000,13107700,12940000,13107700,14170600,16625000
1106,3190000,4995000,6565000,8425000,11290000,11290000,11330000,11250000,9680000,9150000,8955000,9195000,9365000,9950000,10355000,10380000,15350000,16385000,18825000,28300000,27850000,29747000,31260000,28150000,25700000,24050000,23910000,24060000,25610000,26610000
1107,5970000,6935000,8605000,10770000,16410000,16325000,16415000,15190000,13050000,12250000,12610000,12975000,12745000,14040000,14670000,15140000,20920000,22430000,24970000,32020000,32330000,32015100,38290000,36080000,33177100,30200000,29900000,30040000,32890000,33660000
1104,3900000,5360000,6910000,8840000,13830000,14110000,14130000,13775000,11935000,11260000,11330000,11690000,11440000,12525000,13100000,13410000,16980000,18360000,21270000,28140000,29970000,32450000,40580000,38580000,33790000,31530000,31425000,31320000,31535000,32460000
2108,12935000,16805000,19555000,22930000,32375000,32210000,32210000,25580000,22070000,22070000,21650000,22820000,26200000,26700000,29600000,31790000,42690000,45113500,49340000,62210000,64960000,67230000,77220000,72120000,68500000,63970000,63330000,64610000,71380000,77090000
1102,2600000,3930000,4520000,5645000,8115000,8260000,8260000,7865000,7200000,6595000,6640000,6475000,6465000,6500000,6840000,7550000,11375000,11770000,12740000,17450000,18600000,19985000,22925000,21810000,20300000,18520000,19450000,19220000,19750000,20420000
1103,3500000,5385000,6150000,7370000,11110000,11335000,11485000,11115000,10345000,9685000,8540000,8775000,8870000,9735000,10285000,10585000,16210000,17980000,19995000,24800000,24203750,26810000,35840000,34965000,30010000,28200000,29270000,29040000,29420000,30890000
1101,2560000,3715000,4450000,5570000,8425000,8300000,8450000,8545000,7935000,7395000,6765000,6630000,6575000,6525000,7015000,7340000,13270000,14440000,14860000,19370000,19494000,21650000,25000000,22420000,19328100,18129200,18279100,16435000,17280000,19800000
2103,20590000,34950000,41150000,50150000,61750000,61700000,61700000,47300000,44250000,44250000,42400000,44750000,43150000,50300000,52800000,56400000,68450000,71250000,71250000,84650000,87900000,94425000,112075000,113800000,104350000,102150000,101050000,105800000,114850000,125600000
2102,35410000,58750000,65250000,74750000,67000000,75700000,80950000,65050000,54150000,54150000,65250000,68150000,65150000,68900000,68900000,88050000,110300000,116400000,113850000,138550000,137475000,148245000,172650000,170800000,273017400,270849900,263145700,269843850,285570900,287519950
2101,18870000,26700000,32620000,38980000,46800000,47285000,47605000,37270000,34250000,34250000,37200000,38850000,41650000,46300000,46900000,47775000,62935000,69410000,73700000,87225000,89250000,94550000,105450000,106000000,106050000,102630000,100150000,101580000,107700000,110770000
2107,9900000,14480000,17075000,19900000,25540000,24920000,25540000,21950000,18890000,18460000,19130000,19810000,20490000,21605000,22870000,23480000,33910000,36300000,39550000,51190000,54430000,57250000,62870000,62225800,61523900,60986150,60332500,60980000,61896350,68506400
2106,8285000,11925000,14370000,17030000,21160000,21125000,21130000,19110000,16860000,16435000,17325000,17675000,17710000,19045000,20330000,21490000,27750000,29150000,32200000,40480000,41450000,44735000,51080000,50160000,47085000,45385000,44949900,45620000,46830000,48720000
1108,5060000,7740000,9730000,12250000,17920000,17655000,17680000,15350000,13100000,12540000,13200000,13490000,13880000,14430000,15120000,15160000,21280000,21620000,23910000,29640000,30580000,32570000,41240000,39765000,34380000,31680000,30903000,30895000,32730000,33580000
2104,8470000,12450000,14940000,18040000,23260000,23260000,23270000,20570000,18100000,17570000,17535000,17860000,18450000,19670000,20745000,22205000,32110000,33330000,36450000,47500000,50160000,53970000,60060000,58100000,54550000,54570000,54230000,54948600,58810000,63070000
1209,5565000,6940000,8330000,10240000,12730000,12750000,12785000,12450000,11610000,11000000,10245000,10535000,10495000,11480000,12100000,12335000,17545000,18850000,22440000,27830000,28765000,31520000,44020000,42080000,31910000,25790000,24400000,24350000,25510000,26960000
1208,4150000,6050000,7185000,8750000,12355000,12370000,12430000,12050000,11110000,10570000,9640000,9880000,9840000,10530000,11100000,11450000,17360000,17500000,20425000,26840000,27010000,30595000,42060000,39840000,30270000,24965000,23430000,23430000,24675000,26195000
1205,2990000,4840000,5640000,7410000,10280000,10860000,11170000,11500000,10700000,10160000,9040000,9270000,9200000,9880000,10530000,10810000,15580000,17140000,18930000,25750000,25750000,28600000,35148900,33881200,27850000,23410000,22180000,22080200,23310000,24460000
1204,2620000,4480000,5300000,6595000,10245000,10310000,10260000,10450000,9800000,9250000,8650000,8730000,8565000,8140000,8460000,8990000,12690000,14190000,16200000,20150000,21430000,23320000,34580000,33740000,27265000,22550000,21310000,21800000,23270000,24600000
1207,5700000,7810000,9320000,11290000,14850000,14750000,14820000,14130000,13140000,12600000,11420000,11730000,11710000,12610000,13590000,14210000,19345000,21435000,25085000,30650000,31600000,36152500,47425000,44740000,35113500,32560000,30810000,31000000,30667200,32480000
1206,2460000,4290000,5065000,6455000,9860000,9750000,9760000,9690000,9040000,8360000,8120000,8330000,8035000,7500000,8100000,8600000,11915000,13845000,16035000,21450000,23230000,25800000,32270000,31270000,25920000,21355000,20955000,20940000,21915000,22595000
1201,2875000,4700000,5495000,6800000,10800000,10800000,10845000,10575000,9880000,9355000,8465000,8595000,8390000,8075000,8175000,8430000,12300000,13900000,15680000,21890000,22995000,25020000,33850000,32426500,27455000,22800000,22020000,22120000,22700000,23835000
1203,2300000,4760000,5660000,6855000,10000000,9780000,9950000,9630000,8910000,8195000,7560000,7770000,7575000,7660000,7820000,8170000,12490000,13660000,15540000,21495000,21970000,24990000,32250000,30310000,25090000,21230000,20710000,20770000,21490000,22810000
1202,4245000,6070000,7285000,9035000,12450000,12555000,12640000,12050000,11210000,10650000,9530000,9860000,9970000,10450000,11040000,11400000,17000000,17560000,20390000,27310000,27830000,30842300,41580000,39440000,30370000,25850000,24600000,24800000,26210000,27800000
1809,5200000,6830000,8400000,10260000,14540000,14545000,14590000,12915000,12410000,12360000,12810000,13040000,13015000,13125000,13930000,14520000,18090000,19750000,21570000,27830000,29900000,32160000,35940000,34800000,32210000,30550000,29990000,30080000,30835000,30910000
1606,5350000,7060000,8880000,10830000,16110000,16080000,16080000,14700000,12540000,12320000,12020000,12170000,12090000,12290000,12760000,13310000,18540000,19440000,21465000,29680000,30110000,32945000,40915000,38650000,31555000,28815000,28570000,29120000,29700000,29830000
0302,8690000,16575000,18825000,22535000,26650000,26650000,26650000,22100000,19445000,19415000,20935000,21745000,24450000,23950000,24385000,28075000,37100000,39270000,39350000,55725000,56275000,59700000,70245000,71450000,71500000,67635000,65937750,68100000,75900000,77850000
1814,4960000,6550000,8115000,9900000,14385000,14335000,14335000,13205000,12305000,11770000,12280000,12405000,12570000,12645000,13275000,13720000,17550000,17940000,19770000,27485000,28720000,31320000,35770000,34220000,30360000,26900000,26710000,26750000,27300000,28200000
1815,4890000,6500000,8060000,9830000,13990000,13920000,13960000,12515000,11900000,11640000,11990000,12175000,12150000,12305000,12825000,13280000,17050000,17860000,19660000,25925000,27050000,29955000,35942700,33855000,30555000,27390000,26600000,26665000,27210000,27395000
1816,6870000,8030000,9880000,12030000,15315000,15330000,15400000,13750000,13760000,13150000,13965000,14275000,14190000,14800000,15385000,16010000,19840000,21120000,23080000,29720000,31425000,33190000,37860000,36940000,33120000,30310000,30490000,31960000,32270000,32275000
1817,6350000,7090000,8745000,10640000,14865000,14905000,15015000,13240000,13220000,12505000,12315000,12535000,12510000,12745000,13520000,14110000,16690000,18560000,20800000,27315000,28440000,30980000,35070000,34770000,30420000,28160000,26810000,26740000,27040000,27050000
1810,5200000,7120000,8750000,10680000,14920000,14930000,14980000,13020000,12370000,12370000,12770000,12790000,12820000,13450000,14230000,14740000,18330000,20020000,21840000,27730000,29780000,31940000,34770000,33955000,31710000,30215000,29365000,29405000,30725000,30805000
1811,5290000,6975000,8575000,10300000,14765000,14800000,14870000,12050000,12020000,11580000,11910000,11835000,11815000,13680000,14465000,14790000,17090000,18635000,20520000,27200000,29025000,31150000,34490000,34090000,32230000,30015000,28900000,29700000,30750000,30750000
1812,5470000,6390000,7865000,9620000,13560000,13570000,13590000,11980000,11980000,11360000,12015000,11720000,11790000,12240000,12690000,13285000,16490000,17490000,19050000,25800000,27350000,29810000,32985000,32080000,29460000,26720000,25820000,26470000,26855000,27405000
1813,5130000,6715000,8440000,10350000,15160000,15160000,15160000,13870000,12800000,12200000,12820000,12900000,12950000,12665000,13320000,13985000,17710000,17840000,19680000,28670000,30150000,32845000,39020000,37580000,31455000,28010000,27730000,27800000,28300000,29030000
0408,10470000,25410000,30530000,37800000,41760000,36490000,36050000,29140000,26765000,26880000,28190000,29900000,32650000,31630000,32840000,36800000,49660000,53240000,59850000,79000000,81830000,84900000,101400000,101662000,98692000,95442400,95161000,96530000,99280000,99370000
0409,37730000,63400000,79250000,96700000,103600000,56200000,56200000,68475000,66000000,67575000,62350000,62350000,62350000,62350000,62350000,62950000,69030000,70005000,69755000,163600000,163600000,83790000,204350000,206750000,206750000,198299500,201040000,247850000,271250000,291630000
1818,5240000,7070000,8770000,10655000,14920000,15010000,15135000,13850000,13070000,12480000,12970000,13160000,13165000,12880000,13410000,14030000,17735000,18470000,20545000,28250000,29515000,32025000,37825000,36340000,30700000,28140000,27000000,27040000,27620000,28360000
1819,5770000,6740000,8270000,10090000,13860000,13940000,13980000,12170000,12150000,11570000,11940000,11810000,11840000,12070000,12520000,13570000,16500000,17565000,19005000,25770000,27570000,29350000,33290000,31845000,30550000,27070000,25880000,27020000,27040000,27270000
1610,4340000,6400000,8010000,9750000,14660000,14870000,14875000,13860000,12160000,11585000,11690000,11890000,11625000,11895000,12445000,12930000,16720000,17560000,19670000,26680000,27540000,30020000,37000000,34660000,32320000,29650000,28670000,28735000,30165000,31310000
1611,6630000,7600000,9110000,11010000,15140000,15115000,15115000,13250000,12270000,11870000,12290000,12385000,12385000,12950000,13470000,14130000,18340000,19500000,22050000,29320000,29770000,32540000,37885000,35985000,32595000,30910000,30600000,30775000,31935000,32485000
1110,5970000,11110000,14020000,16140000,19390000,19220000,19220000,18250000,15480000,14870000,15700000,16425000,16800000,18950000,19780000,20380000,28260000,29740000,33360000,42535000,44515000,48670000,52260000,49690000,47200000,43690000,43215000,42845000,46615000,47015000
2001,7920000,9330000,11710000,13770000,18330000,18330000,18340000,16230000,15065000,14935000,15430000,15855000,15960000,16845000,17875000,18730000,25370000,27840000,30870000,38005000,40625000,41515000,44550000,42725000,41105000,39180000,38790000,38085000,38990000,39610000
0710,3390000,4830000,5750000,7395000,13005000,13135000,13170000,12315000,11440000,10855000,10315000,10605000,10570000,10680000,11130000,11610000,16750000,17675000,20450000,29105000,31750000,34370000,40521000,38245900,34180000,28230000,27470000,27555000,26315000,27120000
0301,11725000,17400000,21150000,25300000,29800000,29800000,29800000,22400000,20610000,20650000,21550000,22550000,24450000,27100000,27500000,30990000,38670000,40324350,42375000,51400000,52100000,55300000,68500000,71450000,71110000,67500000,66050000,68770000,72590000,78250000
0401,14850000,20800000,25840000,29640000,34830000,34450000,34210000,29320000,27550000,27360000,30200000,32980000,34440000,37525000,39080000,41585000,57300000,63456000,69790000,87150000,88740000,92530000,103670000,101140000,101460000,97800000,96220000,102060000,106060000,111800000
0402,15180000,25280000,31575000,36095000,42450000,41250000,41250000,34120000,32660000,31920000,35900000,37370000,40650000,46450000,46725000,52200000,75805000,79700000,91500000,107425000,114725000,113160000,129177200,135255300,135255300,114300000,119850000,122650000,129250000,144750000
0403,15950000,23200000,29345000,34195000,39775000,39030000,38815000,33450000,31555000,31500000,34830000,37000000,39300000,41680000,45300000,45950000,63140000,68970000,76920000,96620000,98200000,96600000,107000000,107350000,112050000,100550000,98700000,101150000,102450000,106060000
0404,12750000,21990000,27280000,31420000,37640000,37100000,37100000,32470000,30150000,30150000,32700000,34050000,34910000,39850000,41825000,45950000,59850000,64000000,74700000,88800000,91850000,85045000,98405000,93320000,86287000,80985000,73460000,61140000,53690000,56108000
0701,7850000,9830000,12425000,15390000,20795000,20800000,20725000,17965000,17075000,16310000,17395000,17895000,18625000,20295000,20845000,22425000,30470000,33020000,37235000,43420000,45505000,47255000,56640000,52240000,48840000,46220000,45760000,46580000,54600000,59340000
2011,9040000,11845000,14470000,16650000,20900000,20940000,20900000,18070000,17550000,17900000,18780000,19040000,20160000,21810000,22800000,23690000,30040000,31130000,34480000,41830000,43620000,45550000,50360000,46820000,44580000,43020000,42570000,44310000,47480000,47270000
